nó,betweenness,degree,clustering
32374,0.0006093212293657,261,0.00978485116416151
42459,6.153791805129226e-06,20,0.021052631578947368
49407,1.3801038838187558e-05,40,0.1564102564102564
3024,7.336320485595041e-06,31,0.07741935483870968
14393,0.0001822500426367,143,0.12380577169309563
36589,0.0003084372057889,208,0.04882014121144556
42161,2.591154314548577e-05,42,0.030197444831591175
30093,0.0004950426855608,232,0.01690550828481863
31788,7.359211798307297e-07,12,0.16666666666666666
43388,2.831489448614383e-05,53,0.10740203193033382
32220,5.368208180589751e-05,95,0.16685330347144456
31149,4.010174957061407e-06,19,0.04678362573099415
29153,2.144474334057281e-05,62,0.1560021152829191
37098,0.0002232847627226,130,0.03530113297555158
46074,0.0042452312761944,478,0.003359560713314562
24020,5.079821461146306e-05,27,0.042735042735042736
15912,0.0010350758935842,351,0.02288970288970289
11234,7.097052814299048e-05,97,0.07366838487972509
36843,7.7665325760207e-05,65,0.13125
4,3.445223287740178e-05,10,0.044444444444444446
7680,0.0001482994993831,128,0.0421998031496063
14169,0.0001596261373954,139,0.05671984151808988
20987,1.3850779135619372e-08,2,0.0
2419,0.0005288822434294,215,0.021212779830471637
32478,0.0043908300580306,682,0.004013418252440563
5237,0.0001964236811671,163,0.04514125577520261
26072,0.0008101536813598,292,0.02567904721555336
9695,8.867315044181518e-05,69,0.0639386189258312
559,0.0007263076738542,310,0.02570205658210669
22816,0.0011936868801637,433,0.016904028740056455
16343,0.0006240445760441,418,0.052425045609445456
8421,7.403313517817212e-05,198,0.07696251858688406
26927,3.2811140238340697e-05,142,0.3049645390070922
16103,1.6782580370038786e-07,7,0.19047619047619047
4585,0.0003738679810107,287,0.054043517458151606
43826,1.1059974972933952e-05,120,0.057703081232493
12782,8.386911737249618e-06,49,0.233843537414966
25412,1.039650313619679e-05,22,0.05194805194805195
21503,1.6115875747038683e-05,54,0.18238993710691823
32521,0.0002649691490625,283,0.10159637120016039
10808,0.0,1,0.0
43843,0.0001445172219142,138,0.073098487252724
47202,4.34510933768124e-05,114,0.15541065052010558
10034,1.734133780096836e-07,11,0.21818181818181817
5817,1.946552822318544e-05,72,0.07120500782472614
19172,4.771880041243253e-05,57,0.13909774436090225
12328,2.928619588812012e-06,38,0.14509246088193456
24622,6.411938353466374e-06,56,0.05714285714285714
23844,7.730782798067053e-07,28,0.07407407407407407
41415,5.882407172382649e-05,70,0.06252587991718427
41417,2.339061760373848e-06,48,0.09131205673758866
35692,6.090564129570774e-06,65,0.31875
23850,7.450849045025133e-05,115,0.10556826849733028
36445,0.0006873097783309,423,0.022497843209752053
13818,0.0005329085942232,565,0.044341931839578234
7685,1.6742775863656182e-05,87,0.2544774124565624
11570,3.819692300783495e-06,56,0.18116883116883117
17081,3.4963141161729195e-06,50,0.1306122448979592
26453,2.6343811923707253e-08,7,0.42857142857142855
32547,7.543447042588348e-05,200,0.15989949748743718
16459,8.491838987407172e-06,37,0.26876876876876876
22369,2.000179514580264e-05,50,0.11428571428571428
35257,3.28911149273035e-06,35,0.16638655462184873
40635,4.853869715971089e-07,5,0.0
12366,3.8480855989481205e-06,52,0.13046757164404224
28554,9.198256691067972e-05,154,0.08233596468890586
38989,7.312721582704706e-06,25,0.07333333333333333
26996,3.155417321041105e-07,8,0.10714285714285714
6968,1.3318355194125631e-05,85,0.15098039215686274
11204,0.0010533599278654,662,0.0285020864660795
18818,5.309696852247079e-06,25,0.23333333333333334
23109,0.000165570265267,183,0.043775896234912626
44742,1.7512433575037812e-05,74,0.25212884116993706
9316,8.991510824621895e-06,77,0.10492139439507861
20783,5.687082898399421e-06,35,0.10252100840336134
48026,9.796344286787072e-07,25,0.11666666666666667
36511,0.00029456145034,436,0.050521986713065486
39014,0.0001571168197544,300,0.11496098104793757
43102,5.490154828942131e-05,64,0.06845238095238096
31022,9.506288668679789e-06,34,0.11942959001782531
47823,2.840830041154885e-05,166,0.07491785323110624
42287,4.4156681661338766e-05,94,0.06909174102036147
12885,4.028575402426649e-05,90,0.2421972534332085
23137,5.043880769627008e-05,102,0.1279363230440691
16197,0.0030542854969707,782,0.011759466354041478
13137,0.0004804657594169,440,0.07383516255953614
32614,0.0004287851729751,558,0.03023751150235195
25515,2.3949202484415506e-06,24,0.09057971014492754
47311,1.6855496742312438e-06,20,0.1736842105263158
21595,1.0218661369376014e-05,22,0.07792207792207792
5512,0.0027794387779435,574,0.03375473545311369
25523,2.98699245057423e-05,124,0.2023341201153947
37390,3.651478906317005e-05,77,0.09295967190704033
2386,0.0001766376531788,332,0.15713609725912714
2390,4.006419642396446e-05,105,0.25476190476190474
8389,0.000113980408791,271,0.14902282356156896
21612,6.909681136023512e-05,156,0.03961952026468155
8549,5.944707082795649e-06,84,0.20539300057372348
44657,0.0005416815712106,545,0.057865623313545604
27821,0.0028616237516854,966,0.020141816582456368
24727,5.335617130870083e-05,62,0.04019037546271814
46493,5.120516257180364e-06,60,0.14067796610169492
7021,0.0001219876343482,222,0.12086747380865027
39058,6.898597088130195e-05,243,0.04686596605788525
43975,2.212508522845385e-06,13,0.0641025641025641
15257,6.962859859664469e-06,60,0.02711864406779661
27844,1.4927648911950749e-05,102,0.12405358182877112
46515,0.0017662223023012,378,0.01421694525142801
41721,9.605989619523324e-05,84,0.0774526678141136
36571,3.77293050004848e-06,59,0.15721800116890708
48182,9.406299020575208e-05,162,0.10206272525113105
5556,0.0005575736415404,485,0.02915566158302803
8630,0.0,1,0.0
25562,2.849241949938561e-05,131,0.044744568408690545
18506,2.2990219198908816e-05,15,0.009523809523809525
16258,3.007767888846615e-09,4,0.0
44828,6.349451118370494e-05,75,0.16792792792792793
20109,0.0001002995060477,179,0.11424267152093402
41543,4.051010189533596e-06,10,0.044444444444444446
3239,0.0030407906412543,721,0.019421328401910926
39913,3.715227488730961e-06,15,0.1523809523809524
33485,2.730673763122577e-05,144,0.20872183372183373
45687,8.372339536979606e-05,72,0.028951486697965573
18511,0.0007132229813483,505,0.037246581801037244
1419,2.7378801848309844e-06,60,0.10621468926553672
44957,2.2860957722215703e-05,60,0.11468926553672316
20124,7.02783897486665e-05,236,0.15405697800216372
17215,3.150044919076008e-05,65,0.23221153846153847
167,0.0038319014423661,847,0.013129359357599202
30300,2.579687531263748e-07,13,0.24358974358974358
23996,3.5400567146267727e-06,37,0.15915915915915915
48217,2.9001560482242698e-06,46,0.04927536231884058
38464,4.298514502966949e-07,34,0.32085561497326204
49906,0.0001670204916688,400,0.045664160401002504
27888,3.838248738351978e-06,60,0.2943502824858757
19362,2.235050620678049e-05,195,0.08977002379064235
1733,0.0001016777182798,181,0.033517495395948435
42219,0.0005483082829423,480,0.03153270702853166
15531,0.0004907405977169,422,0.038319955871261156
40251,0.0019716163776765,561,0.03867456073338426
34280,1.5884477855724074e-06,36,0.18412698412698414
39130,0.0001633381430953,217,0.06980713432326335
17770,0.0004619665168477,518,0.029581114687497665
10904,2.624338828252056e-05,202,0.12097926210531501
30660,5.0970575715169285e-05,99,0.25170068027210885
49936,0.0002270397666822,193,0.036053540587219345
39082,0.0003080499830798,541,0.03694119257890053
10047,1.2027777673947308e-06,25,0.20333333333333334
27137,9.688566896840987e-05,138,0.16714270601925316
43598,9.876722244591678e-06,14,0.07692307692307693
31936,0.0002854800283683,199,0.12872443023196792
12520,3.294879730379101e-05,117,0.1940760389036251
46598,3.0135438487943257e-05,197,0.084222521495908
48260,9.571764365694748e-05,269,0.07709593297453254
8654,3.973960035429455e-05,41,0.14268292682926828
39158,0.0028976283061438,693,0.021544929059379925
38330,0.0001365722528118,259,0.040316063571877524
26414,0.0001155894322068,178,0.09769567701390211
17045,3.790350006481487e-05,218,0.2740032976789414
226,9.233752030661573e-06,26,0.14153846153846153
35096,0.0002413092820654,339,0.05796721998219616
2513,4.066424709729888e-07,15,0.10476190476190476
2514,9.586947253386969e-05,144,0.03535353535353535
14829,8.102983052261652e-06,135,0.06578220011055833
1018,4.645390975715735e-05,205,0.03146819703491153
34061,0.0001372905101534,225,0.05523809523809524
39185,0.0014603448646219,331,0.0535017852238396
19419,0.0017776276105743,573,0.024635143023934616
15380,3.834060929204941e-06,67,0.10040705563093623
21742,0.0002081147056123,188,0.05922175446580953
49987,1.7301123836361677e-07,10,0.022222222222222223
8690,0.0031850128903969,1028,0.02106168470745134
43283,3.648133600254843e-05,125,0.12296774193548388
3345,7.895164654220215e-05,175,0.07586206896551724
29581,7.01457315328573e-06,85,0.19243697478991598
45788,0.0001801876797203,425,0.11312985571587125
13298,6.083146952154466e-06,21,0.1619047619047619
1799,0.0007690395751251,646,0.023759809921520627
21758,0.0002016752069722,166,0.034903249361080683
7922,1.1937855269299362e-05,34,0.058823529411764705
1806,4.749917136177446e-05,42,0.07549361207897794
4861,3.679848672285126e-05,37,0.013513513513513514
7929,9.031582020163491e-05,127,0.0876140482439695
3358,2.267106230774924e-06,28,0.17989417989417988
8711,5.074900188204887e-07,20,0.06315789473684211
34360,7.719543001226184e-05,93,0.19845722300140253
18634,0.0066160824844555,1014,0.011493581468522618
2568,0.0023741560034691,788,0.017853572326962892
21779,8.495127631685691e-05,152,0.04696758452422447
7292,2.1097662713582336e-05,102,0.0539701028926422
44969,3.7142587463299934e-05,127,0.05786776652918385
11828,1.5685660286966277e-05,68,0.1141352063213345
29582,3.3607883895542723e-06,12,0.16666666666666666
24110,0.0002628187413899,366,0.03804176959353245
31245,0.0002755102200297,296,0.04573980760421439
8202,6.491542291459146e-05,29,0.014778325123152709
23335,3.923643205277715e-05,168,0.0540347875677217
9532,0.0004795881440787,239,0.02464751591012974
48347,2.1929528310633506e-06,41,0.10853658536585366
29472,5.089663866520014e-05,165,0.07405764966740576
20972,7.339010000461447e-05,75,0.16684684684684684
30435,2.3671385638840635e-06,46,0.08792270531400966
40962,8.531349567489383e-07,21,0.3333333333333333
4145,3.615156208232406e-07,16,0.3333333333333333
40918,4.1930696101870136e-05,133,0.05217589428115744
30446,1.4260734486052876e-05,55,0.0861952861952862
40922,2.723057062907547e-05,120,0.08179271708683473
39349,0.0009223632587099,671,0.02997975843583869
21816,1.879971904452631e-05,108,0.0744202146071305
13353,0.0002619843385817,313,0.060190874088637665
21035,8.429905089555605e-09,6,0.13333333333333333
8758,0.0006822707476843,502,0.03440926911118003
20264,5.664793809256531e-05,219,0.10586066775585438
21826,1.521458123687955e-05,103,0.07728916809442224
45014,3.934158854908201e-07,16,0.041666666666666664
10358,0.0006594981630667,188,0.010126294231425645
16417,4.843729466047263e-05,120,0.10084033613445378
28049,0.0002830951277849,351,0.027464387464387466
2620,4.1627755120314855e-08,7,0.3333333333333333
30478,2.0289138461762114e-05,116,0.06326836581709146
4940,0.0001851911105076,417,0.023796347537354733
12635,0.0005084891149687,513,0.028935185185185185
43209,0.0014518635721117,760,0.041040843214756255
36014,4.84004393387794e-05,94,0.19537863189201557
24969,5.917106794557309e-06,38,0.07539118065433854
15692,1.3848405125983942e-05,85,0.02661064425770308
9602,3.629494628305672e-05,123,0.05930960948953752
5758,4.29960970587918e-05,72,0.12128325508607199
36836,7.309354224967314e-06,89,0.08197139938712972
1903,2.027139257442564e-06,36,0.13968253968253969
28455,3.4710369410328605e-05,54,0.10621942697414395
45926,1.0507803137549613e-07,18,0.3464052287581699
23424,3.697121891739895e-05,131,0.15666470933646506
23429,2.489575436008901e-06,41,0.2048780487804878
20315,5.148305121181135e-06,61,0.13114754098360656
16453,1.2229826375110832e-05,53,0.02902757619738752
21099,1.016605966721071e-05,52,0.10558069381598793
30526,0.0002836182399761,228,0.05328850761264394
40155,0.0001689494439102,238,0.11197390348544481
31757,2.4343497964141194e-06,32,0.0625
36044,3.747385673779843e-05,100,0.06505050505050505
8838,3.048170049502392e-06,7,0.0
10472,2.642019627986577e-05,98,0.03576688407321692
6536,5.91869782719097e-05,86,0.02270861833105335
17678,4.86542633165797e-06,97,0.18213058419243985
34491,7.529089854035561e-07,22,0.06926406926406926
8852,0.0001701329826487,244,0.04374957835795723
403,7.801369008770076e-06,107,0.05536942338211955
48945,2.582233536890326e-07,11,0.07272727272727272
41807,7.276596451268556e-06,48,0.15336879432624115
27329,2.560561343347431e-05,55,0.07272727272727272
23452,4.244929098407473e-06,21,0.13333333333333333
1190,5.905153359527268e-06,16,0.13333333333333333
20342,6.353622694711092e-06,50,0.1469387755102041
28130,0.0001079685483203,177,0.16082434514637906
2718,0.0004426143771278,539,0.030691560165803395
39911,6.6468711456857e-06,44,0.13530655391120508
29741,0.0003413979606526,320,0.16003134796238244
47528,0.0002487079818192,186,0.07381575123510607
47193,7.586845510639079e-05,175,0.07986863711001642
15762,9.279749245600811e-05,155,0.06468370339338081
1209,2.4121555941486265e-05,135,0.08015478164731896
32141,0.0028147069573913,873,0.025820486143951576
39379,0.0025205230912418,974,0.01714885058805405
42654,3.285991680532305e-05,85,0.0392156862745098
24152,5.9879793888128536e-05,176,0.07681818181818181
6322,3.8268206133849697e-07,12,0.19696969696969696
10383,2.565344672059836e-05,110,0.18081734778982486
21077,4.2651827888785056e-05,95,0.18947368421052632
39390,3.0287125713709685e-05,221,0.09020979020979021
438,4.057634740919105e-05,131,0.05143863769817968
14482,1.8256294112473216e-05,88,0.14864158829676072
22701,0.000171468089767,193,0.05483592400690846
8093,0.0003320213061658,410,0.03579223567296798
11979,1.5062405689131556e-06,12,0.16666666666666666
41842,4.1704362824404594e-05,74,0.1266197704553869
34746,1.1756508221250023e-06,23,0.1976284584980237
39404,7.850200701929335e-06,54,0.22990915443745633
21179,7.512860341271943e-05,211,0.08309636650868879
29778,7.214655164889139e-05,43,0.031007751937984496
26633,1.825605395270931e-06,51,0.08784313725490196
7322,3.985296990177495e-05,107,0.15834949744313173
36927,0.0001335193501596,220,0.06662515566625156
50220,9.674529298783431e-06,81,0.14382716049382716
1990,5.016068925612229e-05,167,0.1437125748502994
19629,2.16133272302212e-07,17,0.14705882352941177
29788,0.0001124865440693,236,0.06476739992787595
19631,5.397633858447764e-05,70,0.18095238095238095
26643,2.284001680945328e-05,174,0.22403826988239983
46851,0.0047726666512087,1068,0.014237123932478965
25090,3.902835191136981e-05,182,0.08420860907048752
31402,1.929394307309787e-05,72,0.11306729264475743
45196,0.0055498522462191,1112,0.021560069676032353
13501,8.248026568448561e-05,356,0.039579047317613546
26381,5.4296363411029225e-05,144,0.1013014763014763
18854,2.8735178493701044e-08,4,0.3333333333333333
8185,0.0022924908808681,514,0.027169090040275786
21987,0.0014580265679344,726,0.035634083784554
482,1.1835443443499836e-07,11,0.2909090909090909
36959,0.0002238102334167,222,0.06457135868900575
4307,1.449113509331396e-06,41,0.10609756097560975
32208,7.564900743603952e-06,48,0.17198581560283688
50505,9.853411321487906e-05,146,0.08578176665092112
17302,6.499676176818554e-06,65,0.12115384615384615
9746,1.132380096061554e-05,155,0.09602010892333473
30651,6.915984019109457e-05,68,0.10974539069359086
43548,0.0002904588964825,130,0.03756708407871199
17312,5.923497977588895e-05,75,0.0763963963963964
32455,3.6980901008431873e-06,41,0.08902439024390243
50244,0.000403083840277,279,0.1294706170547433
14307,2.2019522530586075e-05,37,0.09009009009009009
46072,0.0001856628899465,241,0.027385892116182572
7719,0.0001255290642812,82,0.07768744354110207
13543,0.0005870540831363,594,0.025096382600598453
36183,6.181640932131956e-05,111,0.12022932022932023
10552,0.0001614824668711,253,0.0549281636238158
8164,3.18746324436255e-08,6,0.13333333333333333
21245,0.0030204073914476,877,0.01766347500559712
47744,2.3410020353872723e-07,18,0.27450980392156865
49440,1.3264943825470909e-05,114,0.032448377581120944
9773,2.664809053058628e-06,44,0.10042283298097252
10555,4.070511057187623e-05,147,0.05516727238840742
8169,5.916630723337527e-05,90,0.09712858926342073
12813,0.0001736345753097,376,0.029858156028368794
29034,3.9603221401253945e-05,107,0.06877093986951155
12067,0.004966525201243,694,0.025088264281347854
2065,5.849904829755397e-05,43,0.07419712070874862
16608,0.0001122178285284,186,0.1032839290903807
29869,4.031327080420749e-05,106,0.03611859838274933
20484,0.0001883263463047,208,0.06856187290969899
48637,2.2655006143624084e-05,72,0.03560250391236307
4370,7.998235054331316e-05,215,0.08093892632036513
18151,5.168996569942335e-05,68,0.10974539069359086
28526,4.616518554952573e-07,9,0.08333333333333333
6708,1.9057209012311928e-05,65,0.10240384615384615
37044,6.250547362425121e-06,39,0.10661268556005399
31486,6.348652096307205e-06,54,0.20125786163522014
27491,2.1690404733299e-05,92,0.12470138557095078
48654,3.3497812240741965e-05,184,0.0589807555238774
3640,4.212711834669005e-05,11,0.01818181818181818
33896,0.0001134956608074,142,0.12056737588652482
40367,4.5570016088129966e-05,183,0.07055785744310335
9194,3.449808714594596e-05,78,0.1585081585081585
9826,4.252801108786314e-06,36,0.2634920634920635
47788,2.1769088662818363e-06,29,0.1724137931034483
11350,4.930580917087605e-05,36,0.022222222222222223
11351,0.0001253978285446,222,0.025600260894378543
20165,1.816161481047536e-05,99,0.1059575345289631
35469,0.0001332339633486,125,0.08464516129032258
46157,0.0,1,0.0
39545,2.946309208053632e-07,9,0.19444444444444445
26762,1.9323960163584966e-05,106,0.18706199460916442
45324,0.0003678509351349,358,0.03073408134203402
23602,1.596582990466108e-05,98,0.2493162213338944
604,3.477460836112059e-05,107,0.17668841474166813
11358,8.164814228381237e-06,95,0.16707726763717806
15177,3.849887948498644e-05,174,0.053817022124775765
33933,3.0293873897808696e-06,30,0.1425287356321839
25236,2.897262838791112e-05,60,0.1192090395480226
39569,0.0003342629124632,164,0.08775998802932815
14416,7.149047872848114e-05,262,0.08089848205668158
9899,8.606644985185518e-07,24,0.07608695652173914
37917,4.783275482586453e-07,14,0.1978021978021978
46250,3.635085899956834e-05,189,0.04722503658673871
45353,2.134977097872705e-05,159,0.07387946819520738
47847,0.0001883891048263,244,0.038723605208122513
42908,0.0002334612482111,376,0.054085106382978726
21348,3.492733178692529e-06,20,0.20526315789473684
5999,4.538799018731196e-05,237,0.06715297146535078
23673,6.495495172197003e-05,131,0.19459776864357017
23675,1.242391949914632e-05,18,0.0457516339869281
46212,0.0002248905522348,392,0.035414165666266505
12906,0.0005642080865952,600,0.028887033945464664
5240,1.0515980474455293e-05,49,0.1130952380952381
33153,1.0506049481981655e-05,72,0.17410015649452268
23680,1.434261569272913e-05,129,0.2928779069767442
759,0.0001791705943201,308,0.09420872287321799
20568,7.715901597108656e-06,46,0.16135265700483092
31673,0.0006262886790499,372,0.08349998550850651
35528,1.5893789829935814e-05,91,0.2043956043956044
37811,4.094979998503009e-07,19,0.21052631578947367
16199,1.8312066557089251e-06,38,0.06827880512091039
44534,9.060814044919642e-05,197,0.07070340826686004
47889,7.756705229914947e-06,46,0.11884057971014493
37158,0.0001409511470719,96,0.02894736842105263
23708,0.000200958960055,160,0.10518867924528302
43721,5.00452837850021e-05,207,0.06322405140471836
38810,7.565114467693867e-06,102,0.1092991652106387
16010,3.412857249679708e-05,194,0.0581699695529085
29998,7.210263071616844e-05,234,0.22335937786581564
19329,1.617886907378356e-05,35,0.13277310924369748
41287,0.000263387498532,158,0.13762799322744498
28391,8.007556383002337e-05,153,0.12487100103199174
9141,2.6129482691888707e-05,124,0.08877524259113559
46267,0.0001506430337136,237,0.16337695773439176
8695,0.000135889454971,229,0.09840649659082204
3747,5.089574826336557e-06,51,0.0815686274509804
22164,0.0006923153458962,621,0.03436704586774713
43936,1.8333447905820745e-05,49,0.11649659863945579
12960,0.0003582117916726,297,0.10028210028210029
44569,0.0001233777375119,176,0.07194805194805194
25321,5.2509036998034825e-05,107,0.09751366602010228
7575,0.0002883477012536,369,0.07365676917638742
4346,1.7307170824977572e-05,132,0.07436965070552856
7881,2.685380592115079e-06,41,0.10975609756097561
18462,0.0003951674379908,339,0.04279904347977868
41320,0.0003232045503942,420,0.02686668939652233
28428,7.249686375555659e-05,263,0.07810640582822977
6080,6.10901320501577e-06,65,0.11538461538461539
5802,3.1010386693758315e-06,57,0.17919799498746866
14253,0.0002245121082254,115,0.02654462242562929
20633,9.764762938787553e-05,251,0.04870119521912351
48791,6.082594322686197e-05,80,0.160126582278481
26870,4.548653395495666e-05,85,0.0927170868347339
36353,0.0031579425796083,1089,0.026169110895046723
1470,0.0001080114703944,52,0.032428355957767725
34831,1.5753419277030517e-05,62,0.1644632469592808
19138,2.608189922656702e-05,87,0.038492381716118684
33825,7.29848818291228e-07,27,0.13675213675213677
42133,0.0002599392228608,432,0.09995058863968377
50472,5.622212351440168e-05,100,0.04080808080808081
17525,1.028849384624237e-06,29,0.10098522167487685
838,1.4707714220655253e-06,14,0.08791208791208792
22999,4.372611490669506e-05,194,0.0521339672026067
50480,2.1900289659106817e-05,96,0.17741228070175438
14534,5.04053639812345e-05,111,0.11842751842751843
10755,0.0002946459968966,389,0.052420957782312566
27666,0.0005818357592133,277,0.028671584785224715
13600,3.81578282064006e-06,9,0.027777777777777776
41353,8.113151237159504e-05,88,0.030041797283176592
28461,1.6587218800168795e-05,124,0.24311565696302123
32472,8.686546427342817e-08,9,0.1111111111111111
6107,1.71768123834094e-05,66,0.14731934731934732
7609,0.0001838876410373,310,0.04157010126317987
35622,2.6543484956760943e-05,47,0.1341350601295097
41361,0.0007166565462541,593,0.027158060252495328
38888,0.0005780407624523,601,0.02488075429839157
26152,3.409434118797126e-05,63,0.12903225806451613
18322,0.0020083507323415,904,0.02223169572418389
36388,0.0008012264650944,403,0.09167561695245854
42983,0.0003619233899275,362,0.058891048499410785
29451,1.1837502068367196e-05,55,0.13131313131313133
21409,1.1307548040203192e-05,54,0.06359189378057302
27927,3.477887040252775e-05,97,0.1875
31686,3.614165376966415e-05,154,0.2589763177998472
42998,1.772130934123822e-05,44,0.1553911205073996
10787,0.0001226955569058,251,0.1659601593625498
17572,1.8332091499476988e-05,60,0.07514124293785311
6,3.627635015585986e-06,7,0.047619047619047616
50150,0.0046044132150139,532,0.0064214207835974115
43140,6.775081393919087e-06,19,0.2573099415204678
33508,0.0010220403993686,233,0.006622761580583099
15892,2.67137262107654e-05,33,0.11174242424242424
44094,0.0015758597782549,339,0.02661849156062907
26705,4.230782068691104e-05,13,0.0641025641025641
48101,4.2255842432499296e-05,11,0.03636363636363636
7,1.9756635318217843e-08,2,0.0
3471,2.7884313608650844e-05,19,0.029239766081871343
9909,8.716920684861989e-05,38,0.059743954480796585
55,1.938661277967637e-06,11,0.2727272727272727
46700,2.9601916515238472e-05,56,0.20714285714285716
1872,1.5827700062886957e-06,44,0.3372093023255814
41352,7.437508064699561e-05,121,0.2396694214876033
46943,1.0694509253981915e-06,24,0.4166666666666667
38647,9.587193928050954e-07,16,0.5083333333333333
28289,5.217410683495288e-05,58,0.19903206291591047
2572,1.85904534397913e-06,3,0.0
28412,8.285945272937083e-05,88,0.2087251828631139
11273,2.5668363341902444e-07,4,0.0
14774,3.703102130092726e-05,77,0.2874231032125769
32172,5.083464606526796e-05,38,0.3968705547652916
9,0.0001894312444042,16,0.008333333333333333
28716,0.0028418671393048,692,0.006897099788360674
38554,2.2976518240053765e-07,4,0.16666666666666666
48137,0.0003728419503365,58,0.05202661826981246
20717,9.010699948478896e-06,27,0.045584045584045586
28606,0.0,1,0.0
47986,5.719941301870384e-08,3,0.3333333333333333
38028,0.0017804887686541,381,0.0028456969194640145
45508,0.0001042292952984,16,0.058333333333333334
7675,0.0167420870342982,1469,0.0052594676910463845
16934,3.7572821969129085e-05,8,0.03571428571428571
26094,3.9616121708415625e-05,3,0.0
40476,4.712086951827488e-07,6,0.0
18370,3.677762506811657e-08,2,0.0
28872,6.588196192191832e-08,2,0.0
5239,1.1302248187663203e-05,10,0.2
32927,2.28078594069689e-07,3,0.0
41640,4.4782207601682854e-07,21,0.14761904761904762
2014,5.116626541903112e-05,97,0.12306701030927836
45106,0.000160413375519,175,0.07632183908045977
14119,3.5276296342486982e-06,55,0.14747474747474748
6461,9.007867867050964e-06,52,0.15007541478129713
14355,7.840935108520784e-06,45,0.11717171717171718
41366,0.0001946928684813,134,0.03377847604084839
9934,1.2036107833461976e-05,35,0.16134453781512606
25318,0.0002591336541524,239,0.06902007664990682
48985,3.627641146720181e-05,68,0.11106233538191396
12472,2.36829298814326e-05,70,0.17060041407867496
11292,1.4045191184371394e-07,8,0.07142857142857142
3499,5.202139573367118e-05,121,0.06942148760330578
2113,7.263185283929157e-05,189,0.10869075762692784
