nó,betweenness,degree,clustering
2684,0.0003393513740381,7,0.14285714285714285
3885,0.0001088963460568,43,0.44518272425249167
2675,1.681627179382258e-05,15,0.6952380952380952
5483,0.0002119551414465,45,0.4636363636363636
5888,1.717066386823288e-05,18,0.738562091503268
25,3.836336689249658e-05,7,0.42857142857142855
4121,0.0003285987093232,30,0.4160919540229885
4987,0.0026102659972011,23,0.30434782608695654
417,4.585816213161516e-05,6,0.26666666666666666
3651,1.287191169328744e-05,10,0.6444444444444445
5758,0.0001648871008504,24,0.34782608695652173
2930,7.457247882459937e-05,16,0.5083333333333333
26,0.0007092956342502,10,0.35555555555555557
503,0.0007807524936613,51,0.1631372549019608
3445,0.0044908188053924,15,0.009523809523809525
2951,0.0011473413661303,51,0.1976470588235294
2520,0.000487427622415,37,0.3048048048048048
4874,0.028786861382636,250,0.050216867469879516
5590,0.0008172387141431,41,0.23170731707317074
3744,0.0040903264990441,33,0.1590909090909091
3278,0.000546278796061,32,0.17540322580645162
2958,8.09833052772205e-05,17,0.4338235294117647
27,0.0,1,0.0
1952,0.0113929302181917,63,0.10547875064004096
28,0.0002175760233749,5,0.2
4976,1.3875941132649968e-05,4,0.16666666666666666
684,0.008537735906973,19,0.0
450,0.0006909186171881,12,0.06060606060606061
1877,6.160506979281624e-05,4,0.3333333333333333
5028,0.0001500871682691,4,0.16666666666666666
224,7.229502710465776e-06,8,0.6428571428571429
4714,0.0014884516836664,17,0.25735294117647056
3030,0.0018019562234426,14,0.23076923076923078
1820,0.0006283890572654,16,0.4083333333333333
3443,0.0014878018939091,16,0.225
4898,0.0018019562234426,14,0.23076923076923078
196,0.0003965742475156,12,0.3181818181818182
5549,0.0008493891225679,14,0.34065934065934067
475,0.0004209808984848,11,0.2727272727272727
30,5.549150850876117e-06,2,0.0
3428,0.0018589515842604,51,0.32941176470588235
477,0.0012437001320492,14,0.15384615384615385
31,7.891907531769308e-05,5,0.4
1957,6.92766712352075e-05,5,0.5
4612,0.0001628418904439,2,0.0
32,0.000105880712836,2,0.0
1300,3.536306518315193e-05,6,0.4
33,2.3778242605321464e-05,9,0.4166666666666667
4893,7.093014117831729e-05,9,0.4444444444444444
1166,0.0001256302419748,8,0.4642857142857143
4103,0.0,5,1.0
4942,3.5678271086331544e-05,9,0.3055555555555556
1048,1.802426733458162e-05,8,0.5
5791,0.0001881670682091,13,0.23076923076923078
5118,0.0083050474697925,61,0.11147540983606558
2420,0.0003580886669826,6,0.3333333333333333
34,0.0,2,1.0
4806,0.0003520163782519,6,0.26666666666666666
35,0.0,1,0.0
36,2.149813817524147e-08,3,0.0
151,0.0005647608984527,8,0.07142857142857142
5539,0.0005647608984527,8,0.07142857142857142
5011,0.0005647608984527,8,0.07142857142857142
37,0.0009194575943678,16,0.3
494,0.0027106406891275,14,0.2087912087912088
2692,5.113928853744845e-05,6,0.7333333333333333
167,0.0054370437037517,7,0.42857142857142855
5258,0.000945022278299,15,0.19047619047619047
2568,3.038896052673518e-05,8,0.5357142857142857
1892,0.0,2,1.0
2830,0.0016755375830301,7,0.2857142857142857
5475,0.0005010401020767,7,0.42857142857142855
182,0.0009324544799267,17,0.2867647058823529
2529,8.258990067967912e-06,5,0.6
2849,0.0014153146811146,18,0.21568627450980393
4095,0.0,3,1.0
2281,0.0,4,1.0
4629,0.0,3,1.0
5303,0.0,3,1.0
288,0.0001087742476149,7,0.38095238095238093
38,0.0012566393593553,13,0.21794871794871795
5322,8.196894439080538e-05,4,0.8333333333333334
1448,0.0031050154504324,13,0.1282051282051282
2597,0.0,1,0.0
2935,1.707100723248271e-05,3,0.6666666666666666
4465,0.0011917858244122,13,0.23076923076923078
2838,7.663798670003317e-05,4,0.8333333333333334
2742,0.0,3,1.0
3427,1.543587320384707e-07,6,0.6
1757,9.264998001935672e-06,5,0.5
4064,0.0,3,1.0
304,3.972848765412784e-06,3,0.6666666666666666
3902,0.000201487384653,12,0.18181818181818182
2322,0.004189431111527,6,0.3333333333333333
39,3.628597722363959e-05,25,0.7366666666666667
2242,0.000220157761589,49,0.5374149659863946
2534,8.239769919075727e-05,36,0.6730158730158731
2216,4.9172005058057376e-05,38,0.4992887624466572
4953,0.0007131664352085,55,0.4632996632996633
2678,0.0028987276333252,40,0.5192307692307693
1703,0.0023317849123417,45,0.5151515151515151
3807,0.0001421837295339,52,0.5339366515837104
1916,0.0022798384630116,40,0.1371794871794872
4112,0.0001887478664223,31,0.5505376344086022
5770,6.420958118230066e-05,34,0.6238859180035651
4667,0.0103125212686366,57,0.46115288220551376
739,6.213035265372757e-05,48,0.5026595744680851
3411,2.825943657731197e-05,32,0.7661290322580645
2342,0.0001767564001911,46,0.514975845410628
4125,0.0001890879552511,44,0.5750528541226215
4928,0.0002223300556447,45,0.46464646464646464
4455,0.0002820623196407,57,0.4906015037593985
2642,0.0003769478506117,22,0.4935064935064935
2715,0.0004113657103874,39,0.3049932523616734
154,7.808694966414624e-05,39,0.6207827260458839
5833,0.0002148538244116,52,0.5316742081447964
4410,0.0005987725869678,61,0.4240437158469945
1518,0.0007488409265148,43,0.5614617940199336
4346,0.0001055226862529,44,0.5919661733615222
884,0.0006256113820372,52,0.444947209653092
40,0.0004884602245741,6,0.2
4415,0.0,1,0.0
3892,9.267390105507642e-06,4,0.3333333333333333
1775,8.64053652221185e-06,4,0.3333333333333333
1190,0.010636912657643,23,0.03557312252964427
1118,0.000321838719343,6,0.3333333333333333
41,0.0001266432628908,4,0.3333333333333333
3435,0.0004227509501274,4,0.5
183,0.0003451609190606,5,0.3
1140,0.005461310486351,33,0.21022727272727273
42,0.0,3,1.0
2777,0.0040139897947602,41,0.1378048780487805
3792,2.8156340807688392e-05,12,0.4696969696969697
1323,0.0097615111482731,46,0.12753623188405797
43,0.0,2,1.0
3563,0.0,2,1.0
4428,0.0022711408104093,26,0.12615384615384614
44,0.0002351944578723,36,0.4857142857142857
4541,0.000304298612392,22,0.6060606060606061
4739,0.0001229899910381,34,0.5258467023172906
3283,2.69362493863296e-06,20,0.7894736842105263
5789,3.260610137246628e-06,17,0.8161764705882353
1226,8.602667672981548e-08,10,0.8222222222222222
3126,3.641015486803857e-07,9,0.9444444444444444
2175,0.0001529203840256,24,0.6268115942028986
4855,6.339274452379415e-07,15,0.6952380952380952
162,0.0001001384777981,17,0.6911764705882353
2842,0.0002069781556141,32,0.532258064516129
3618,0.0002453698001074,6,0.6666666666666666
5719,2.3627857127812014e-05,19,0.6783625730994152
3924,1.9362960413529e-06,21,0.8238095238095238
2273,8.460678292008039e-05,8,0.5357142857142857
5474,4.87230919766186e-05,13,0.782051282051282
2469,0.0002743803553945,40,0.441025641025641
1890,4.717040002636352e-07,9,0.9166666666666666
4487,2.658641452458428e-05,21,0.7238095238095238
2798,0.0001290923270207,28,0.6375661375661376
3027,0.0001574998084778,39,0.44129554655870445
4593,5.372965863322391e-05,14,0.5164835164835165
1009,0.0001606570411353,33,0.5246212121212122
5825,0.0007614381861103,31,0.43870967741935485
3601,1.906062086278915e-05,8,0.75
4100,2.866877033845601e-05,23,0.7075098814229249
2395,1.6374934983000622e-05,7,0.8095238095238095
1698,0.0001332893408633,28,0.58994708994709
2396,0.0002551340382785,25,0.54
4144,8.840812906223346e-05,27,0.5470085470085471
1778,0.0001423437687481,28,0.6216931216931217
2372,6.259533642805014e-07,11,0.8363636363636363
472,0.0003870427109804,15,0.5523809523809524
2326,0.0006358429005754,29,0.49261083743842365
1978,5.552330127895559e-05,16,0.7666666666666667
4520,1.86916919099844e-06,12,0.8636363636363636
45,4.1801935340747294e-08,4,0.5
46,0.0001103192938455,48,0.575354609929078
719,4.187021302482898e-05,25,0.7166666666666667
2839,4.301961666850564e-05,21,0.7
1042,3.4655235111190736e-05,26,0.683076923076923
581,2.5105610126795963e-05,19,0.6257309941520468
969,4.328111160253493e-05,18,0.5751633986928104
5015,3.051120718103852e-05,24,0.7862318840579711
5225,1.1920598538618956e-05,21,0.7619047619047619
3513,0.000157574743534,24,0.5905797101449275
5677,4.115384912634455e-05,20,0.6736842105263158
4587,3.97385668058238e-05,30,0.7540229885057471
5697,3.589286267370065e-05,23,0.7430830039525692
3594,8.943869712271211e-06,29,0.8054187192118226
3488,4.658706167761942e-06,10,0.8666666666666667
5051,6.749715675915953e-05,36,0.665079365079365
89,8.536494433041238e-06,24,0.8043478260869565
2161,4.981540312467348e-05,28,0.6587301587301587
5081,8.192177609634476e-05,35,0.6352941176470588
2731,0.0001598945238763,38,0.5334281650071123
4903,1.85599603249966e-05,16,0.6916666666666667
3031,7.918974092037596e-05,29,0.6724137931034483
2259,6.028206587291637e-05,25,0.6
5583,4.474579568344432e-05,34,0.6702317290552585
3438,2.7260239234639413e-05,18,0.6993464052287581
4576,0.0007515949415318,13,0.0641025641025641
5744,6.978478222240626e-06,5,0.4
4388,2.033804293398246e-06,5,0.7
402,8.356817444284354e-05,11,0.3090909090909091
3341,0.0002130143296334,21,0.23809523809523808
5003,3.632690458052175e-05,8,0.21428571428571427
47,0.0,1,0.0
48,1.73939481599681e-08,4,0.6666666666666666
1088,0.0001458276731883,29,0.35960591133004927
3762,0.0002501967788351,31,0.3978494623655914
3802,5.623994015539084e-05,15,0.5047619047619047
2435,0.0006891737803845,41,0.25121951219512195
49,7.468558319800518e-06,11,0.41818181818181815
4047,0.0003682871399834,87,0.38198342689120557
4623,3.880352655417326e-05,19,0.25146198830409355
3121,0.00053840969355,52,0.37104072398190047
480,0.0001403803451059,66,0.448018648018648
2713,0.0006815474911655,53,0.5841799709724238
4801,0.0044381031550492,43,0.23920265780730898
5093,0.003351298156411,106,0.32345013477088946
4443,1.2351330799603897e-05,17,0.3161764705882353
5107,3.487313502486806e-06,14,0.4725274725274725
50,8.378877884099788e-07,3,0.3333333333333333
3774,4.871825283982372e-05,9,0.3333333333333333
51,0.0,1,0.0
4877,0.0027590628909152,50,0.16
52,3.5406483974521835e-05,17,0.7132352941176471
5166,0.0017295436891561,66,0.262004662004662
611,0.0002116493777427,33,0.5132575757575758
66,8.666747420660204e-06,8,0.6071428571428571
3986,0.0040089893698056,48,0.20833333333333334
2670,2.685440427371264e-05,18,0.7254901960784313
440,0.0004705975972412,40,0.3974358974358974
4676,0.0002536478425721,31,0.5204301075268817
4594,0.0002029774272698,36,0.3888888888888889
4219,0.0105382810695254,53,0.3316400580551524
735,0.000608420757602,49,0.3282312925170068
5082,0.0017794661392755,59,0.2857977790765634
5366,0.0022011922401897,41,0.3878048780487805
3568,2.5364195567415824e-05,14,0.5604395604395604
53,0.001015751494312,4,0.3333333333333333
2408,0.0061445443276168,38,0.06827880512091039
4722,1.197802216236275e-05,4,0.3333333333333333
3585,0.0,2,1.0
3906,0.0,2,1.0
54,1.8486099564592666e-08,2,0.0
1912,5.392871454691159e-05,12,0.3787878787878788
4795,0.003893665852827,37,0.2147147147147147
55,0.0001520685568945,58,0.38294010889292196
1224,0.0001418601971053,40,0.5076923076923077
3588,3.3888317407290167e-06,13,0.717948717948718
4761,0.0006926987060884,77,0.372863978127136
1368,1.042804568779378e-06,9,0.5555555555555556
2116,0.0008789592516291,47,0.4921369102682701
1500,0.0002095477962715,35,0.3815126050420168
4501,0.0007663509473065,44,0.4513742071881607
5763,0.000183613230685,46,0.5140096618357488
4185,8.152379756982469e-05,62,0.5304071919619249
4155,2.823110756179936e-05,16,0.55
3760,7.740604074487005e-07,9,0.4722222222222222
2249,0.0002142036723198,47,0.49861239592969475
1831,0.0003538994853552,64,0.4439484126984127
1344,6.659142720221144e-05,65,0.5269230769230769
3087,0.0008724842756263,76,0.383859649122807
2998,4.196492068936585e-05,32,0.5060483870967742
2015,0.0019522897602331,93,0.3742402992052361
169,0.0012555834553074,77,0.45557074504442924
2205,5.286032781542259e-06,17,0.5955882352941176
5785,0.0003292711200586,75,0.4533333333333333
2337,2.024057030053479e-05,38,0.47083926031294454
2730,2.3734339808730803e-05,41,0.7219512195121951
4749,0.0006331200769952,65,0.4735576923076923
2230,9.502965046966584e-05,78,0.4428904428904429
3140,0.0003875674339726,54,0.5038434661076171
3260,0.0015834139543867,35,0.38487394957983195
698,6.281756416578523e-05,50,0.5493877551020409
5312,0.0001928745371619,19,0.43859649122807015
3753,1.7495018261696592e-06,8,0.6071428571428571
2663,2.5224449023948992e-05,17,0.4338235294117647
3684,0.0002472027667923,74,0.4757497223250648
2759,0.0002474623466972,57,0.5
470,1.3020573558900456e-05,20,0.5526315789473685
1142,0.0003222727764854,38,0.42532005689900426
1622,2.107502810061698e-05,25,0.4266666666666667
4870,1.0125944503636018e-05,16,0.65
3489,0.0018710403892309,81,0.43425925925925923
4680,0.0001335764926152,35,0.38487394957983195
4498,0.0001108405028776,49,0.5153061224489796
4911,0.0002727741104298,72,0.45618153364632236
56,0.0005721045710728,20,0.2789473684210526
2722,0.0010739838152025,29,0.26354679802955666
434,0.0020119587319224,32,0.18548387096774194
2364,0.0005368701100672,28,0.26455026455026454
4499,0.0010788351793957,22,0.1471861471861472
5655,2.6559286709173043e-05,11,0.4722222222222222
577,0.0008422490202147,26,0.20923076923076922
5722,0.0001519662622886,14,0.4175824175824176
3405,0.000593067695206,28,0.25396825396825395
303,2.9134417950338444e-05,8,0.17857142857142858
4725,7.386520304181436e-05,14,0.3076923076923077
3669,0.0069585739828458,36,0.14761904761904762
5687,0.00107513520787,24,0.18840579710144928
634,0.0007529053633508,23,0.17786561264822134
1991,0.0007660184842897,31,0.3096774193548387
4876,3.2077465426869224e-06,6,0.6
4697,0.0001953793190996,15,0.37142857142857144
57,0.0007530262208841,30,0.25287356321839083
4254,1.2524912467841837e-07,2,0.0
4479,0.0007966962518401,7,0.2857142857142857
4706,1.488468327838136e-05,7,0.3333333333333333
2582,1.949147213182069e-07,3,0.6666666666666666
4853,0.0005836356566998,8,0.32142857142857145
4516,0.0015490076234285,18,0.3006535947712418
2409,0.0002663131312284,3,0.3333333333333333
633,0.0021569455293721,33,0.19318181818181818
1487,0.0,3,1.0
1821,0.0,3,1.0
2972,0.0014289281734563,24,0.358695652173913
5618,1.021450385420828e-05,13,0.5641025641025641
987,3.845246622794146e-07,4,0.3333333333333333
1584,1.902502713544867e-05,9,0.3888888888888889
5647,7.5947321938458044e-06,9,0.6111111111111112
58,0.0,1,0.0
5173,0.0003385813441679,2,0.0
59,0.0043912184717668,7,0.047619047619047616
2837,7.998146779519065e-05,6,0.2
2280,1.123636021959288e-06,4,0.5
5759,0.000714420165673,7,0.0
60,2.74751786577642e-05,17,0.5294117647058824
2736,0.0067473190921065,80,0.2699367088607595
1385,0.0002573000453938,14,0.46153846153846156
4632,1.691858140070814e-05,9,0.4722222222222222
5168,3.229164834816293e-06,13,0.782051282051282
5554,8.675120544156541e-05,32,0.36088709677419356
3367,0.0003717876184289,65,0.3855769230769231
